movieId,rating,numVotes
PBz10,7.8,11544
PrWl,7.3,5831
QMa12,4.5,12696
QMa14,7.5,5412
RFr10,7.0,10907
RFr15,6.3,9467
RiR10,7.6,12246
RiR15,7.8,13433
RLT10,4.7,1435
RMq5,6.4,4439
RZe1,7.7,3964
RZe19,6.6,6608
SGo10,5.0,1431
SHS5,5.6,5616
Smi3,8.7,13902
Smi5,4.4,13072
SMi14,7.1,823
StG10,7.9,11963
TDS10,9.0,1780
TDS15,7.8,3956
TKa10,6.2,7453
WlF10,6.0,598
WoP10,5.7,1084
WoP17,5.7,13206
WoP22,7.8,3282
WoP24,4.7,11834
APy10,8.3,9924
ARo10,6.4,12783
BiF10,5.3,75
BiF13,6.1,12282
BLe1,7.0,4133
BLe4,4.6,11072
BLe5,8.2,11012
BLe5,6.2,3923
BLe10,5.7,14818
BLe11,8.1,12578
Ble19,8.6,10369
BrP10,5.3,8842
CHa10,8.8,2180
CHa20,8.9,9514
DaD10,6.7,1989
DSc10,6.8,11407
DSW1,7.1,8689
DvW10,6.8,11076
GAS10,7.4,13660
GrC1,4.1,8438
GyM4,6.3,3001
GyM20,7.9,12069
GyM30,7.9,11723
HuH10,6.0,14409
HuH15,7.4,6270
IaS10,7.1,11766
IDu22,6.7,6888
IDu24,5.9,7041
JBs10,6.5,13291
JHs10,6.0,2286
JPK10,5.9,6579
JPK15,7.1,13981
JMl1,5.2,3521
JSo10,7.0,3555
KFi10,6.3,879
LaK1,4.9,6320
LaK2,7.8,5261
LaK15,7.7,5959
LaK18,6.2,8407
MRm10,8.1,13884
NeJ10,6.2,11350
NeJ28,6.1,6496
PaB10,5.8,7456
PWa10,7.1,13083
RiB1,6.6,6336
RiB15,5.7,14989
RiB21,7.3,7913
RiB25,3.2,1297
RLo10,8.4,12392
RLo11,6.1,10686
RJR10,6.8,5528
RT1,8.3,8184
SLr10,6.5,11472
StL10,8.0,14493
SuS10,5.2,6801
SuS16,4.8,3949
TAv1,5.6,13002
UEd10,5.9,5083
UEd20,7.1,13631
WLu10,6.0,13167
AdL5,4.0,10972
AdL6,4.9,5035
AdL14,7.4,11136
AdL16,7.3,12587
BSt1,6.2,4440
DCb10,6.1,11909
DHi10,7.0,13099
DWi10,5.5,8754
EHo10,5.7,8912
IoA10,6.3,10498
JJm2,7.1,6717
JKw5,5.2,8234
JKw7,6.1,9962
JLB1,4.6,11493
JsS10,5.7,14711
LCo10,5.4,6522
LDF10,6.0,2231
MaC1,7.0,12606
MCh1,4.4,9634
MCh2,8.1,4791
PB1,6.1,12839
PGr15,6.8,13817
RbR1,7.9,10127
RbR12,7.2,9600
RbR18,3.8,14748
RDu10,6.7,4377
RiC10,7.4,8533
RoD10,5.3,11451
RPe8,6.1,10996
RPe12,7.7,9766
RPe22,6.3,8489
RVO10,4.5,8203
RWs10,7.6,5894
SFi10,7.2,745
SiN10,4.6,6660
SlT10,4.8,12814
TeB10,8.0,13956
TGr10,7.8,2323
ToS1,8.4,9740
ToS10,3.3,7944
ToS15,5.6,10650
ToS23,4.2,3659
WiD10,5.5,9161
WiD20,7.0,6960
ACx10,6.4,1723
ACx12,6.3,4321
AKu10,8.8,1212
ChS10,6.3,648
FSh10,6.4,9899
FKi10,8.9,8425
HuW10,8.9,1291
HuW12,8.1,11848
HuW15,4.0,8446
HuW22,5.0,1633
IHu1,6.8,11131
IHu25,4.6,5056
JCi14,8.8,1683
JlC18,7.0,2510
JmF10,7.3,3032
JmF20,6.0,13325
JRu1,6.4,2700
JRu14,8.5,256
JSe0,5.7,3299
LeN3,7.9,7905
LPi10,7.8,7110
MBu10,5.2,4016
MGr10,8.1,10262
NiC10,6.0,4257
NiC30,7.9,83
PeC10,4.9,12352
PeM10,8.3,13204
Pri2,3.8,10808
RCn10,7.3,2648
RCn30,5.3,9156
RCn39,7.4,12659
RTu3,7.6,12607
RYo10,8.1,6942
CCw2,7.3,12412
CCw5,5.1,8699
GaT18,5.0,10744
IsS10,6.4,13166
ITu10,8.3,12490
JVm17,4.8,6314
KBg10,8.3,10971
SSh10,4.8,12119
TiB17,5.1,2713
WTa10,5.6,11248
APe10,4.8,7754
BrG25,7.2,13406
MrD2,4.2,8116
PFa10,4.6,2930
SLJ1,8.8,3753
SLJ8,5.0,2187
Z8610,6.1,11117
DMa20,6.4,9500
RtT10,8.5,4748
VNu15,6.0,9309
ADv17,4.4,1195
ADv22,8.0,12294
AgH15,6.2,2850
BiA7,6.5,14481
BiA10,6.1,8338
CBx10,4.6,10175
CEd10,8.4,14362
DdV2,7.6,7678
GvS2,7.6,7529
GvS8,5.9,13213
IBC10,6.5,14674
IMT22,7.7,9979
KSR35,7.1,14667
MFi16,8.1,7201
MFi18,7.1,1476
MFi20,4.8,9990
RkM10,8.2,1760
RkM16,8.2,12965
RSh15,8.5,9614
RSh20,7.0,6280
SLo2,4.8,1796
SSR15,7.7,7115
ViW10,5.3,2318
ViW15,3.7,5798
BNu1,7.4,12120
CaB6,7.9,4580
ChG2,3.1,7393
DHL1,4.7,3147
DvJ1,7.4,6726
EZw1,5.5,5695
EZw4,8.0,5165
EZw7,4.6,9298
GDG1,6.5,9527
JJo1,5.7,4360
MNa13,5.3,7682
MCJ10,6.0,13752
MCJ14,8.5,384
MLa10,8.7,7431
MLm1,6.5,14537
PhN10,7.8,8155
SKo1,6.3,11756
StS1,6.0,3575
StS2,5.0,8565
StS5,3.9,5766
AMo13,3.1,9211
ChM20,5.8,1002
FFo10,5.7,10412
GeA30,7.0,6041
GSl12,5.6,9919
HoF10,8.5,827
HPe10,6.2,2294
IDa14,7.0,796
IDa19,6.2,6687
IMN15,5.6,13609
JFC10,6.3,2730
JmZ10,4.9,5103
JnL15,5.0,11938
JoA10,7.5,12588
KvR10,8.8,12675
LuM10,7.8,8461
LuM16,7.9,3029
MiJ10,7.3,6428
MiJ12,3.8,8958
MSm14,7.1,1520
MSm17,6.6,4556
PnM10,4.1,8640
PnM11,3.8,685
PnM18,6.0,8542
PhS10,6.5,12375
ReH16,4.4,12510
RHr8,4.5,14514
RHr12,6.7,5994
RnH10,6.9,2852
AGl10,8.8,8198
AGl12,6.5,3593
AKe1,4.5,11037
AKe5,6.9,7489
AMi15,8.3,4870
BDu4,5.2,13191
BS1,7.0,3833
BS5,4.6,8867
BS6,6.4,8938
EDi10,5.7,10085
EDi12,8.5,13415
EDi14,7.3,11456
FxB10,6.1,14722
HfK10,8.6,6174
HyS10,6.8,10864
IBl15,5.1,7310
IiS10,6.7,8856
ISn4,7.7,14023
JAv10,6.9,9319
JoF5,6.4,12681
JSv15,5.6,10455
JyR2,6.9,7400
JyR4,6.2,3080
LFZ1,7.4,6840
MAD10,5.4,14194
PHw10,6.6,12651
PlM10,7.7,13912
RlE10,5.7,12696
RlE22,3.1,6114
SHp10,5.8,14187
AfA10,4.6,9986
AWk10,6.2,156
BCr10,8.1,10078
BLv15,7.2,14511
ByP10,8.1,10259
CrB10,5.8,1259
CRd10,8.5,4412
DFi10,8.5,6454
DPr10,5.8,4979
GgW10,4.4,1237
IEy10,6.3,5254
IMu10,5.9,10422
IMu20,7.7,3145
JeC10,7.2,5924
JeC14,5.4,6339
JoM10,4.3,909
KOr1,5.8,11775
KOr2,6.2,10508
MkP1,5.4,9210
MLs10,3.5,4352
NJi10,4.2,8584
RBx10,7.0,8562
RMc10,4.9,1962
RTa10,7.2,10403
TDe18,4.8,10760
CaS10,6.3,9358
DME10,7.0,2220
DmS1,6.5,4908
JHp10,8.2,7124
JLy10,7.8,2016
MaH15,7.8,12357
MlG1,5.3,2647
MSb10,6.5,9660
NkM10,4.2,11433
PhH10,7.6,11669
RbH8,7.5,11554
RbH10,6.5,10917
RdN10,5.7,2627
RWg10,5.8,44
SiW10,5.9,9937
SSo15,4.1,1361
SSu10,7.9,14531
StZ1,5.5,10682
SvB04,6.9,3312
SvB05,6.3,7891
SvB10,4.7,10871
TDa11,5.3,3504
YuB10,8.0,9387
BnS10,3.0,1112
BnS15,4.0,5569
CTK10,6.3,12336
CTK12,4.6,11127
DAl10,7.1,7987
FTr10,8.6,12169
GGC10,5.3,10019
KOl10,6.4,13742
PFr15,4.5,925
PJH14,3.6,12476
PRJ10,6.6,1180
RAA10,4.9,5394
RgA10,6.1,9105
RgA11,5.5,1954
RTr10,4.9,14670
SSl1,7.5,4011
AMt15,5.5,10390
BGt13,8.1,13454
BTh10,6.0,3489
DBo6,7.1,317
DBo10,5.5,11969
EBu8,6.0,1766
JBa10,6.0,421
KSm1,5.7,5169
MGo10,3.2,8660
OPa1,4.9,2428
TdC11,5.1,7250
WMa3,7.5,6789
ASf8,5.5,13264
DDg13,6.7,7659
DLZ10,3.1,7374
DPs10,6.4,12685
JtF1,3.3,11147
SBd10,6.4,8264
Z9605,5.2,11454
ABe10,6.7,12358
ANi10,4.9,10235
ATn11,5.5,9051
BHu10,7.6,10939
BSp12,7.5,7793
CSm10,7.5,14007
DLe2,6.8,3653
GFl10,4.3,9955
IPq10,4.7,10656
JcC10,5.2,3888
JDy10,6.9,6188
JiG10,6.5,2890
JMw10,4.9,8702
MmL10,7.8,14487
PTA10,6.3,12086
ScW10,5.2,12269
STu11,7.5,8166
TVb10,5.0,751
FCr10,7.9,6311
GGy10,5.3,14027
JBk10,5.1,5965
JJC10,8.2,835
JSp1,8.1,5156
LCl10,7.4,13813
NMe10,6.6,12467
RLG10,8.7,1287
SNo10,4.9,14963
TBe1,5.5,3627
TPa10,5.0,12845
TPa15,4.1,10679
TTy10,6.3,7469
MlP10,5.4,774
MMy10,7.1,3448
PWz10,7.7,11493
Z9920,5.2,3315
SCr10,4.6,5329
JGz1,5.7,7754
MCf10,6.2,14977
